iso_code	Glottocode	gloss_global	Word_Form	phon_northeuralex	IPA	ASJP	List	Dolgo	Next_Step
pbu	nort2646	Ei::N	وۍ	wəi	w ə i	w3i	WEI	WV	validate
pbu	nort2646	Ei::N	هګۍ	haˈɡəj	h a ɡ ə j	hag3y	HAKEJ	HVKVJ	validate
pbu	nort2646	Tier::N	ژوی	ˈʒəwai	ʒ ə w a i	Z3wai	SEWAI	SVWV	validate
pbu	nort2646	Tier::N	حیوان	haiˈwɑn	h a i w ɑ n	haiwan	HAIWAN	HVWVN	validate
pbu	nort2646	Hund::N	سپی	spai	s p a i	spai	SPAI	SPV	validate
pbu	nort2646	Vogel::N	مرغه	murˈɣə	m u r ɣ ə	murx3	MYRGE	MVRKV	validate
pbu	nort2646	Fisch::N	کب	kab	k a b	kab	KAP	KVP	validate
pbu	nort2646	Fisch::N	ماهی	mɑˈhaj	m ɑ h a j	mahay	MAHAJ	MVHVJ	validate
pbu	nort2646	Schlange[Tier]::N	مار	mɑr	m ɑ r	mar	MAR	MVR	validate
pbu	nort2646	Wurm::N	چینجی	t͡ʃinˈd͡ʒaj	t͡ʃ i n d͡ʒ a j	Cinjay	CINCAJ	KVNKVJ	validate
pbu	nort2646	Ameise::N	مېږی	meˈʐaj	m e ʐ a j	meZay	MESAJ	MVSVJ	validate
pbu	nort2646	Laus::N	سپږه	sˈpəʐa	s p ə ʐ a	sp3Za	SPESA	SPVSV	validate
pbu	nort2646	Saat::N	تخم	t̪uxm	t u x m	tuxm	TYGM	TVKM	validate
pbu	nort2646	Asche::N	آس	ɑs	ɑ s	as	AS	VS	validate
pbu	nort2646	Asche::N	ایره	iˈra	i r a	ira	IRA	VRV	validate
pbu	nort2646	Sand::N	شګه	ˈʃəɡa	ʃ ə ɡ a	S3ga	SEKA	SVKV	validate
pbu	nort2646	Mensch::N	انسان	inˈsɑn	i n s ɑ n	insan	INSAN	VNSVN	validate
pbu	nort2646	Mann::N	سړی	saˈɺaj	s a ɺ a j	saLay	SARAJ	SVRVJ	validate
pbu	nort2646	Mann::N	نارینه	nɑriˈna	n ɑ r i n a	narina	NARINA	NVRVNV	validate
pbu	nort2646	Frau::N	ښځه	ˈʂəd͡za	ʂ ə d͡z a	S3ca	SECA	SVKV	validate
pbu	nort2646	Kind::N	بچی	bat͡ʃai	b a t͡ʃ a i	baCai	PACAI	PVKV	validate
pbu	nort2646	Kind::N	ماشوم	mɑˈʃum	m ɑ ʃ u m	maSum	MASYM	MVSVM	validate
pbu	nort2646	Vater::N	پلار	plɑr	p l ɑ r	plar	PLAR	PRVR	validate
pbu	nort2646	Mutter::N	مور	mor	m o r	mor	MUR	MVR	validate
pbu	nort2646	Ehemann::N	مېړه	meɹə́	m e ɹ ə	mer3	MERE	MVRV	validate
pbu	nort2646	Ehefrau::N	مېرمن	merˈmən	m e r m ə n	merm3n	MERMEN	MVRMVN	validate
pbu	nort2646	Name::N	نوم	num	n u m	num	NYM	NVM	validate
pbu	nort2646	Stock::N	لرګی	larˈɡaj	l a r ɡ a j	largay	LARKAJ	RVRKVJ	validate
pbu	nort2646	Fleisch::N	غوښه	ɣˈwaxa	ɣ w a x a	xwaxa	GWAGA	KWVKV	validate
pbu	nort2646	Fett::N	غوړي	ɣˈwari	ɣ w a r i	xwari	GWARI	KWVRV	validate
pbu	nort2646	Salz::N	مالګه	ˈmɑlɡa	m ɑ l ɡ a	malga	MALKA	MVRKV	validate
pbu	nort2646	Schnur::N	مزی	ˈmuzai	m u z a i	muzai	MYSAI	MVSV	validate
pbu	nort2646	Straße::N	سړک	saˈɺak	s a ɺ a k	saLak	SARAK	SVRVK	validate
pbu	nort2646	Tag::N	ورځ	wrad͡z	w r a d͡z	wrac	WRAC	WRVK	validate
pbu	nort2646	Nacht::N	شپه	ʃpa	ʃ p a	Spa	SPA	SPV	validate
pbu	nort2646	Jahr::N	کال	kɑl	k ɑ l	kal	KAL	KVR	validate
pbu	nort2646	groß::A	لوی	loj	l o j	loy	LUJ	RVJ	validate
pbu	nort2646	klein::A	وړوکی	waˈɺukai	w a ɺ u k a i	waLukai	WARYKAI	WVRVKV	validate
pbu	nort2646	lang::A	اوړد	uʐd̪	u ʐ d	uZd	YST	VST	validate
pbu	nort2646	kurz::A	لنډ	lanɖ	l a n ɖ	land	LANT	RVNT	validate
pbu	nort2646	breit::A	پراخه	pˈrɑxa	p r ɑ x a	praxa	PRAGA	PRVKV	validate
pbu	nort2646	schmal::A	تنګ	t̪anɡ	t a n ɡ	tang	TANK	TVNK	validate
pbu	nort2646	dick[Gegenstand]::A	پنډ	pənɖ	p ə n ɖ	p3nd	PENT	PVNT	validate
pbu	nort2646	dünn::A	نری	naˈraj	n a r a j	naray	NARAJ	NVRVJ	validate
pbu	nort2646	glatt::A	ښوی	xwai	x w a i	xwai	GWAI	KWV	validate
pbu	nort2646	rund::A	ګرد	ɡərd̪	ɡ ə r d	g3rd	KERT	KVRT	validate
pbu	nort2646	scharf::A	تېز	t̪ez	t e z	tez	TES	TVS	validate
pbu	nort2646	scharf::A	تېره	t̪eˈrə	t e r ə	ter3	TERE	TVRV	validate
pbu	nort2646	stumpf::A	پڅ	pət͡s	p ə t͡s	p3c	PEC	PVK	validate
pbu	nort2646	schwer::A	دروند	d̪rund̪	d r u n d	drund	TRYNT	TRVNT	validate
pbu	nort2646	warm::A	تود	t̪od̪	t o d	tod	TUT	TVT	validate
pbu	nort2646	kalt::A	ېخ	jax	j a x	yax	JAG	JVK	validate
pbu	nort2646	kalt::A	سوړ	soɹ	s o ɹ	sor	SUR	SVR	validate
pbu	nort2646	nass::A	لوند	lund̪	l u n d	lund	LYNT	RVNT	validate
pbu	nort2646	trocken::A	وچ	wət͡ʃ	w ə t͡ʃ	w3C	WEC	WVK	validate
pbu	nort2646	voll::A	ډک	ɖak	ɖ a k	dak	TAK	TVK	validate
pbu	nort2646	schmutzig::A	چټل	t͡ʃaˈʈal	t͡ʃ a ʈ a l	Catal	CATAL	KVTVR	validate
pbu	nort2646	schwarz::A	تور	t̪or	t o r	tor	TUR	TVR	validate
pbu	nort2646	weiß::A	سپين	spin	s p i n	spin	SPIN	SPVN	validate
pbu	nort2646	rot::A	سور	sur	s u r	sur	SYR	SVR	validate
pbu	nort2646	gelb::A	زېړ	zjaɺ	z j a ɺ	zyaL	SJAR	SJVR	validate
pbu	nort2646	grün::A	زرغون	zarˈɣun	z a r ɣ u n	zarxun	SARGYN	SVRKVN	validate
pbu	nort2646	gut::A	ښه	ʂə	ʂ ə	S3	SE	SV	validate
pbu	nort2646	schlecht::A	بد	bad̪	b a d	bad	PAT	PVT	validate
pbu	nort2646	schlecht::A	خراب	xaˈrɑb	x a r ɑ b	xarab	GARAP	KVRVP	validate
pbu	nort2646	richtig::A	سم	sam	s a m	sam	SAM	SVM	validate
pbu	nort2646	richtig::A	صحیح	saˈhi	s a h i	sahi	SAHI	SVHV	validate
pbu	nort2646	neu::A	نوی	ˈnawai	n a w a i	nawai	NAWAI	NVWV	validate
pbu	nort2646	alt[Lebewesen]::A	زوړ	zor	z o r	zor	SUR	SVR	validate
pbu	nort2646	fern::A	لیری	ˈliri	l i r i	liri	LIRI	RVRV	validate
pbu	nort2646	linker::A	چپ	t͡ʃap	t͡ʃ a p	Cap	CAP	KVP	validate
pbu	nort2646	linker::A	کیڼ	kiɳ	k i ɳ	kin	KIN	KVN	validate
pbu	nort2646	rechter::A	ښی	ʂai	ʂ a i	Sai	SAI	SV	validate
pbu	nort2646	anderer::A	بل	bəl	b ə l	b3l	PEL	PVR	validate
pbu	nort2646	hier::ADV	دلته	ˈd̪əlt̪a	d ə l t a	d3lta	TELTA	TVRTV	validate
pbu	nort2646	dort::ADV	هلته	ˈhalt̪a	h a l t a	halta	HALTA	HVRTV	validate
pbu	nort2646	nicht::ADV	نه	nə	n ə	n3	NE	NV	validate
pbu	nort2646	dies::PRN	دا	d̪ɑ	d ɑ	da	TA	TV	validate
pbu	nort2646	das::PRN	دا	d̪ɑ	d ɑ	da	TA	TV	validate
pbu	nort2646	ich::PRN	زه	ze	z e	ze	SE	SV	validate
pbu	nort2646	du::PRN	ته	t̪ə	t ə	t3	TE	TV	validate
pbu	nort2646	er::PRN	دی	d̪ai	d a i	dai	TAI	TV	validate
pbu	nort2646	wir::PRN	مونږ	munʐ	m u n ʐ	munZ	MYNS	MVNS	validate
pbu	nort2646	ihr::PRN	تاسې	ˈt̪ɑˈsi	t ɑ s i	tasi	TASI	TVSV	validate
pbu	nort2646	sie::PRN	هغوی	haˈɣoj	h a ɣ o j	haxoy	HAGUJ	HVKVJ	validate
pbu	nort2646	was::FPRN	څهٔ	t͡sə	t͡s ə	c3	CE	KV	validate
pbu	nort2646	wer::FPRN	چا	t͡ʃa	t͡ʃ a	Ca	CA	KV	validate
pbu	nort2646	wer::FPRN	څوک	t͡sok	t͡s o k	cok	CUK	KVK	validate
pbu	nort2646	wo::FADV	چيری	ˈt͡ʃiri	t͡ʃ i r i	Ciri	CIRI	KVRV	validate
pbu	nort2646	wo::FADV	چېرته	ˈt͡ʃert̪a	t͡ʃ e r t a	Certa	CERTA	KVRTV	validate
pbu	nort2646	wie::FADV	څنګه	ˈt͡senɡa	t͡s e n ɡ a	cenga	CENKA	KVNKV	validate
pbu	nort2646	eins::NUM	یو	jaw	j a w	yaw	JAW	JVW	validate
pbu	nort2646	zwei::NUM	دوه	d̪wa	d w a	dwa	TWA	TWV	validate
pbu	nort2646	drei::NUM	درې	d̪re	d r e	dre	TRE	TRV	validate
pbu	nort2646	vier::NUM	څلور	t͡saˈlor	t͡s a l o r	calor	CALUR	KVRVR	validate
pbu	nort2646	fünf::NUM	پنځه	pinˈd͡zə	p i n d͡z ə	pinc3	PINCE	PVNKV	validate
pbu	nort2646	und::CNJ	او	au	a u	au	AY	V	validate
pbu	nort2646	stehen::V	درېدل	d̪areˈd̪əl	d a r e d ə l	dared3l	TARETEL	TVRVTVR	validate
pbu	nort2646	sitzen::V	کښېنستل	kʂenasˈt̪əl	k ʂ e n a s t ə l	kSenast3l	KSENASTEL	KSVNVSTVR	validate
pbu	nort2646	liegen::V	ملاستل	mlɑsˈt̪əl	m l ɑ s t ə l	mlast3l	MLASTEL	MRVSTVR	review
pbu	nort2646	wehen::V	چلېدل	t͡ʃaleˈd̪əl	t͡ʃ a l e d ə l	Caled3l	CALETEL	KVRVTVR	validate
pbu	nort2646	fließen::V	بهېدل	baheˈd̪əl	b a h e d ə l	bahed3l	PAHETEL	PVHVTVR	validate
pbu	nort2646	fließen::V	تویېدل	t̪ojeˈd̪əl	t o j e d ə l	toyed3l	TUJETEL	TVJVTVR	validate
pbu	nort2646	fallen::V	ولېدل	wleˈd̪əl	w l e d ə l	wled3l	WLETEL	WRVTVR	validate
pbu	nort2646	brennen::V	سوځېدل	swad͡zeˈd̪əl	s w a d͡z e d ə l	swaced3l	SWACETEL	SWVKVTVR	validate
pbu	nort2646	leben::V	ژوند کول	ʒwand̪ kaˈwəl	ʒ w a n d _ k a w ə l	Zwandkaw3l	SWANT_KAWEL	SWVNT_KVWVR	validate
pbu	nort2646	atmen::V	ساه کښل	sɑ kˈʂəl	s ɑ _ k ʂ ə l	sakS3l	SA_KSEL	SV_KSVR	validate
pbu	nort2646	atmen::V	تنفس کول	t̪anafˈfus kaˈwəl	t a n a f f u s _ k a w ə l	tanafuskaw3l	TANABBYS_KAWEL	TVNVPPVS_KVWVR	validate
pbu	nort2646	trinken::V	څښل	t͡sˈxəl	t͡s x ə l	cx3l	CGEL	KKVR	validate
pbu	nort2646	essen::V	خوړل	xwaˈɺəl	x w a ɺ ə l	xwaL3l	GWAREL	KWVRVR	validate
pbu	nort2646	schlafen::V	خوب کول	xob kaˈwəl	x o b _ k a w ə l	xobkaw3l	GUP_KAWEL	KVP_KVWVR	validate
pbu	nort2646	sterben::V	مړل	mɺəl	m ɺ ə l	mL3l	MREL	MRVR	validate
pbu	nort2646	laufen::V	منډې وهل	ˈmənɖi waˈhəl	m ə n ɖ i _ w a h ə l	m3ndiwah3l	MENTI_WAHEL	MVNTV_WVHVR	review
pbu	nort2646	schwimmen::V	لامبو وهل	lɑmˈbo waˈhəl	l ɑ m b o _ w a h ə l	lambowah3l	LAMPU_WAHEL	RVMPV_WVHVR	validate
pbu	nort2646	fliegen::V	الوتل	alwuˈt̪əl	a l w u t ə l	alwut3l	ALWYTEL	VRWVTVR	validate
pbu	nort2646	kommen::V	راتلل	rɑt̪ˈləl	r ɑ t l ə l	ratl3l	RATLEL	RVTRVR	validate
pbu	nort2646	lachen::V	خندېدل	xand̪eˈd̪əl	x a n d e d ə l	xanded3l	GANTETEL	KVNTVTVR	validate
pbu	nort2646	fürchten::V	ډارېدل	ɖɑreˈd̪əl	ɖ ɑ r e d ə l	dared3l	TARETEL	TVRVTVR	validate
pbu	nort2646	sehen::V	لیدل	liˈd̪əl	l i d ə l	lid3l	LITEL	RVTVR	validate
pbu	nort2646	hören::V	اورېدل	awreˈd̪əl	a w r e d ə l	awred3l	AWRETEL	VWRVTVR	validate
pbu	nort2646	frieren::V	ساړه کېتل	sɑɹə́ keˈt̪əl	s ɑ ɹ ə _ k e t ə l	sar3ket3l	SARE_KETEL	SVRV_KVTVR	validate
pbu	nort2646	graben::V	کيندل	kinˈd̪əl	k i n d ə l	kind3l	KINTEL	KVNTVR	validate
pbu	nort2646	wenden::V	اړول	aɺaˈwəl	a ɺ a w ə l	aLaw3l	ARAWEL	VRVWVR	validate
pbu	nort2646	halten::V	نیول	niˈwəl	n i w ə l	niw3l	NIWEL	NVWVR	review
pbu	nort2646	kratzen::V	ګرول	ɡaraˈwəl	ɡ a r a w ə l	garaw3l	KARAWEL	KVRVWVR	validate
pbu	nort2646	beißen::V	چیچل	t͡ʃiˈt͡ʃəl	t͡ʃ i t͡ʃ ə l	CiC3l	CICEL	KVKVR	validate
pbu	nort2646	binden::V	تړل	t̪aˈɺəl	t a ɺ ə l	taL3l	TAREL	TVRVR	validate
pbu	nort2646	hauen::V	ټکول	ʈakaˈwəl	ʈ a k a w ə l	takaw3l	TAKAWEL	TVKVWVR	review
pbu	nort2646	reiben::V	مږل	muˈʐəl	m u ʐ ə l	muZ3l	MYSEL	MVSVR	validate
pbu	nort2646	schneiden::V	غوڅول	ɣwət͡saˈwəl	ɣ w ə t͡s a w ə l	xw3caw3l	GWECAWEL	KWVKVWVR	validate
pbu	nort2646	schneiden::V	پرېکول	prekaˈwəl	p r e k a w ə l	prekaw3l	PREKAWEL	PRVKVWVR	validate
pbu	nort2646	ziehen::V	کښل	kʂəl	k ʂ ə l	kS3l	KSEL	KSVR	validate
pbu	nort2646	werfen::V	اچول	at͡ʃaˈwəl	a t͡ʃ a w ə l	aCaw3l	ACAWEL	VKVWVR	validate
pbu	nort2646	werfen::V	غورځول	ɣurd͡zaˈwəl	ɣ u r d͡z a w ə l	xurcaw3l	GYRCAWEL	KVRKVWVR	validate
pbu	nort2646	teilen::V	وېشل	weˈʃəl	w e ʃ ə l	weS3l	WESEL	WVSVR	validate
pbu	nort2646	teilen::V	تقسیمول	t̪aqsimaˈwəl	t a q s i m a w ə l	taqsimaw3l	TAKSIMAWEL	TVKSVMVWVR	validate
pbu	nort2646	geben::V	ورکول	warkaˈwəl	w a r k a w ə l	warkaw3l	WARKAWEL	WVRKVWVR	validate
pbu	nort2646	spielen::V	لوبه کول	ˈloba kaˈwəl	l o b a _ k a w ə l	lobakaw3l	LUPA_KAWEL	RVPV_KVWVR	validate
pbu	nort2646	singen::V	سندرې وېل	sanˈd̪əˈri wəiˈəl	s a n d ə r i _ w ə i ə l	sand3riw3i3l	SANTERI_WEIEL	SVNTVRV_WVVR	validate
pbu	nort2646	stechen::V	ټومبل	ʈumˈbəl	ʈ u m b ə l	tumb3l	TYMPEL	TVMPVR	review
pbu	nort2646	stoßen::V	ټېل وهل	ʈel waˈhəl	ʈ e l _ w a h ə l	telwah3l	TEL_WAHEL	TVR_WVHVR	validate
pbu	nort2646	stoßen::V	پوری وهل	ˈpori waˈhəl	p o r i _ w a h ə l	poriwah3l	PURI_WAHEL	PVRV_WVHVR	validate
pbu	nort2646	töten::V	وژل	waˈʒəl	w a ʒ ə l	waZ3l	WASEL	WVSVR	validate
pbu	nort2646	töten::V	مړ کول	məɹ kaˈwəl	m ə ɹ _ k a w ə l	m3rkaw3l	MER_KAWEL	MVR_KVWVR	validate
pbu	nort2646	jagen::V	ښکار کول	ʂkɑr kaˈwəl	ʂ k ɑ r _ k a w ə l	Skarkaw3l	SKAR_KAWEL	SKVR_KVWVR	validate
pbu	nort2646	nähen::V	ګنډل	ɡanˈd̪əl	ɡ a n d ə l	gand3l	KANTEL	KVNTVR	validate
pbu	nort2646	waschen::V	مینځل	minˈd͡zəl	m i n d͡z ə l	minc3l	MINCEL	MVNKVR	validate
pbu	nort2646	abwischen::V	وچول	wət͡ʃaˈwəl	w ə t͡ʃ a w ə l	w3Caw3l	WECAWEL	WVKVWVR	validate
pbu	nort2646	sagen::V	وېل	wəiˈəl	w ə i ə l	w3i3l	WEIEL	WVVR	validate
pbu	nort2646	denken::V	فکر کول	fikr kaˈwəl	f i k r _ k a w ə l	fikrkaw3l	BIKR_KAWEL	PVKR_KVWVR	validate
pbu	nort2646	wissen::V	پوهېدل	poeˈd̪əl	p o e d ə l	poed3l	PUETEL	PVTVR	validate
pbu	nort2646	zählen::V	شمارل	ʃmɑˈrəl	ʃ m ɑ r ə l	Smar3l	SMAREL	SMVRVR	validate
pes	west2369	Auge::N	چشم	t͡ʃæʃm	t͡ʃ æ ʃ m	CESm	CESM	KVSM	validate
pes	west2369	Ohr::N	گوش	ɡuʃ	ɡ u ʃ	guS	KYS	KVS	validate
pes	west2369	Nase::N	بینی	bini	b i n i	bini	PINI	PVNV	validate
pes	west2369	Mund::N	دهان	dæhɒːn	d æ h ɒ ɒ n	dEhon	TEHON	TVHVN	validate
pes	west2369	Zahn::N	دندان	dændɒːn	d æ n d ɒ ɒ n	dEndon	TENTON	TVNTVN	validate
pes	west2369	Zunge::N	زبان	zæbɒːn	z æ b ɒ ɒ n	zEbon	SEPON	SVPVN	validate
pes	west2369	Haar::N	مو	mu	m u	mu	MY	MV	validate
pes	west2369	Hals::N	گردن	ɡæɾdæn	ɡ æ ɾ d æ n	gErdEn	KERTEN	KVRTVN	validate
pes	west2369	Kopf::N	سر	sæɾ	s æ ɾ	sEr	SER	SVR	validate
pes	west2369	Kopf::N	کله	kælːe	k æ l l e	kEle	KELE	KVRV	validate
pes	west2369	Rücken::N	پشت	poʃt	p o ʃ t	poSt	PUST	PVST	validate
pes	west2369	Bauch::N	شکم	ʃekæm	ʃ e k æ m	SekEm	SEKEM	SVKVM	validate
pes	west2369	Brust::N	سینه	sine	s i n e	sine	SINE	SVNV	validate
pes	west2369	Hand::N	دست	dæst	d æ s t	dEst	TEST	TVST	validate
pes	west2369	Nagel[Anatomie]::N	ناخن	nɒːxon	n ɒ ɒ x o n	noxon	NOGUN	NVKVN	validate
pes	west2369	Fuß::N	پا	pɒː	p ɒ ɒ	po	PO	PV	validate
pes	west2369	Knie::N	زانو	zɒːnu	z ɒ ɒ n u	zonu	SONY	SVNV	validate
pes	west2369	Bein::N	پا	pɒː	p ɒ ɒ	po	PO	PV	validate
pes	west2369	Bein::N	لنگ	lenɡ	l e n ɡ	leng	LENK	RVNK	validate
pes	west2369	Haut::N	پوست	pust	p u s t	pust	PYST	PVST	validate
pes	west2369	Blut::N	خون	xun	x u n	xun	GYN	KVN	validate
pes	west2369	Knochen::N	استخوان	ostoxɒːn	o s t o x ɒ ɒ n	ostoxon	USTUGON	VSTVKVN	validate
pes	west2369	Herz::N	دل	del	d e l	del	TEL	TVR	validate
pes	west2369	Herz::N	قلب	ɣælb	ɣ æ l b	xElb	GELP	KVRP	validate
pes	west2369	Leber::N	کبد	kæbed	k æ b e d	kEbed	KEPET	KVPVT	validate
pes	west2369	Himmel::N	فلک	fælæk	f æ l æ k	fElEk	BELEK	PVRVK	validate
pes	west2369	Himmel::N	آسمان	ɒːsmɒːn	ɒ ɒ s m ɒ ɒ n	osmon	OSMON	VSMVN	validate
pes	west2369	Sonne::N	آفتاب	ɒːftɒːb	ɒ ɒ f t ɒ ɒ b	oftob	OBTOP	VPTVP	validate
pes	west2369	Sonne::N	خورشید	xoɾʃid	x o ɾ ʃ i d	xorSid	GURSIT	KVRSVT	validate
pes	west2369	Mond::N	ماه	mɒːh	m ɒ ɒ h	moh	MOH	MVH	validate
pes	west2369	Stern::N	ستاره	setɒːɾe	s e t ɒ ɒ ɾ e	setore	SETORE	SVTVRV	validate
pes	west2369	Wind::N	باد	bɒːd	b ɒ ɒ d	bod	POT	PVT	validate
pes	west2369	Wasser::N	آب	ɒːb	ɒ ɒ b	ob	OP	VP	validate
pes	west2369	Stein::N	سنگ	sænɡ	s æ n ɡ	sEng	SENK	SVNK	validate
pes	west2369	Erde::N	خاک	xɒːk	x ɒ ɒ k	xok	GOK	KVK	validate
pes	west2369	Erde::N	زمین	zæmin	z æ m i n	zEmin	SEMIN	SVMVN	validate
pes	west2369	Staub::N	گرد	ɡæɾd	ɡ æ ɾ d	gErd	KERT	KVRT	validate
pes	west2369	Staub::N	غبار	ɣobɒːɾ	ɣ o b ɒ ɒ ɾ	xobor	GUPOR	KVPVR	validate
pes	west2369	Rauch::N	دود	dud	d u d	dud	TYT	TVT	validate
pes	west2369	Feuer::N	آتش	ɒːtæʃ	ɒ ɒ t æ ʃ	otES	OTES	VTVS	validate
pes	west2369	Nebel::N	مه	meh	m e h	meh	MEH	MVH	validate
pes	west2369	Wolke::N	ابر	æbɾ	æ b ɾ	Ebr	EPR	VPR	validate
pes	west2369	Regen::N	باران	bɒːɾɒːn	b ɒ ɒ ɾ ɒ ɒ n	boron	PORON	PVRVN	validate
pes	west2369	Schnee::N	برف	bæɾf	b æ ɾ f	bErf	PERB	PVRP	validate
pes	west2369	Eis::N	یخ	jæx	j æ x	yEx	JEG	JVK	validate
pes	west2369	See::N	دریاچه	dæɾjɒːt͡ʃe	d æ ɾ j ɒ ɒ t͡ʃ e	dEryoCe	TERJOCE	TVRJVKV	validate
pes	west2369	Wald::N	جنگل	d͡ʒænɡæl	d͡ʒ æ n ɡ æ l	jEngEl	CENKEL	KVNKVR	validate
pes	west2369	Berg::N	کوه	kuh	k u h	kuh	KYH	KVH	validate
pes	west2369	Fluss::N	رود	ɾud	ɾ u d	rud	RYT	RVT	validate
pes	west2369	Meer::N	دریا	dæɾjɒː	d æ ɾ j ɒ ɒ	dEryo	TERJO	TVRJV	validate
pes	west2369	Blume::N	گل	ɡol	ɡ o l	gol	KUL	KVR	validate
pes	west2369	Gras::N	علف	ælæf	æ l æ f	ElEf	ELEB	VRVP	validate
pes	west2369	Wurzel::N	ریشه	ɾiʃe	ɾ i ʃ e	riSe	RISE	RVSV	validate
pes	west2369	Baum::N	درخت	deɾæxt	d e ɾ æ x t	derExt	TEREGT	TVRVKT	validate
pes	west2369	Rinde::N	توژ	tuʒ	t u ʒ	tuZ	TYS	TVS	validate
pes	west2369	Rinde::N	پوست	pust	p u s t	pust	PYST	PVST	validate
pes	west2369	Blatt::N	برگ	bæɾɡ	b æ ɾ ɡ	bErg	PERK	PVRK	validate
pes	west2369	Horn::N	شاخ	ʃɒːx	ʃ ɒ ɒ x	Sox	SOG	SVK	validate
pes	west2369	Feder::N	پر	pæɾ	p æ ɾ	pEr	PER	PVR	validate
pes	west2369	Flügel::N	پر	pæɾ	p æ ɾ	pEr	PER	PVR	validate
pes	west2369	Flügel::N	بال	bɒːl	b ɒ ɒ l	bol	POL	PVR	validate
pes	west2369	Schwanz::N	دم	dom	d o m	dom	TUM	TVM	validate
pes	west2369	Ei::N	تخم	toxm	t o x m	toxm	TUGM	TVKM	validate
pes	west2369	Tier::N	هیوان	hejwɒːn	h e j w ɒ ɒ n	heywon	HEJWON	HVJWVN	validate
pes	west2369	Hund::N	سگ	sæɡ	s æ ɡ	sEg	SEK	SVK	validate
pes	west2369	Vogel::N	پرنده	pæɾænde	p æ ɾ æ n d e	pErEnde	PERENTE	PVRVNTV	validate
pes	west2369	Fisch::N	ماهی	mɒːhi	m ɒ ɒ h i	mohi	MOHI	MVHV	validate
pes	west2369	Schlange[Tier]::N	مار	mɒːɾ	m ɒ ɒ ɾ	mor	MOR	MVR	validate
pes	west2369	Wurm::N	کرم	keɾm	k e ɾ m	kerm	KERM	KVRM	validate
pes	west2369	Ameise::N	مورچه	muɾt͡ʃe	m u ɾ t͡ʃ e	murCe	MYRCE	MVRKV	validate
pes	west2369	Laus::N	شپش	ʃepeʃ	ʃ e p e ʃ	SepeS	SEPES	SVPVS	validate
pes	west2369	Saat::N	بذر	bæzɾ	b æ z ɾ	bEzr	PESR	PVSR	validate
pes	west2369	Asche::N	خاکستر	xɒːkestæɾ	x ɒ ɒ k e s t æ ɾ	xokestEr	GOKESTER	KVKVSTVR	validate
pes	west2369	Sand::N	شن	ʃen	ʃ e n	Sen	SEN	SVN	validate
pes	west2369	Sand::N	ماسه	mɒːse	m ɒ ɒ s e	mose	MOSE	MVSV	validate
pes	west2369	Mensch::N	آدم	ɒːdæm	ɒ ɒ d æ m	odEm	OTEM	VTVM	validate
pes	west2369	Mensch::N	انسان	ensɒːn	e n s ɒ ɒ n	enson	ENSON	VNSVN	validate
pes	west2369	Mann::N	مرد	mæɾd	m æ ɾ d	mErd	MERT	MVRT	validate
pes	west2369	Frau::N	زن	zæn	z æ n	zEn	SEN	SVN	validate
pes	west2369	Kind::N	بچه	bætt͡ʃe	b æ t t͡ʃ e	bEtCe	PETCE	PVTKV	validate
pes	west2369	Kind::N	کودک	kudæk	k u d æ k	kudEk	KYTEK	KVTVK	validate
pes	west2369	Vater::N	پدر	pedæɾ	p e d æ ɾ	pedEr	PETER	PVTVR	validate
pes	west2369	Mutter::N	مادر	mɒːdæɾ	m ɒ ɒ d æ ɾ	modEr	MOTER	MVTVR	validate
pes	west2369	Ehemann::N	همسر	hæmsæɾ	h æ m s æ ɾ	hEmsEr	HEMSER	HVMSVR	validate
pes	west2369	Ehefrau::N	همسر	hæmsæɾ	h æ m s æ ɾ	hEmsEr	HEMSER	HVMSVR	validate
pes	west2369	Name::N	اسم	esm	e s m	esm	ESM	VSM	validate
pes	west2369	Stock::N	چوب	t͡ʃub	t͡ʃ u b	Cub	CYP	KVP	validate
pes	west2369	Fleisch::N	گوشت	ɡuʃt	ɡ u ʃ t	guSt	KYST	KVST	validate
pes	west2369	Fett::N	چربی	t͡ʃæɾbi	t͡ʃ æ ɾ b i	CErbi	CERPI	KVRPV	validate
pes	west2369	Salz::N	نمک	næmæk	n æ m æ k	nEmEk	NEMEK	NVMVK	validate
pes	west2369	Schnur::N	ریسمان	ɾismɒːn	ɾ i s m ɒ ɒ n	rismon	RISMON	RVSMVN	validate
pes	west2369	Straße::N	راه	ɾɒːh	ɾ ɒ ɒ h	roh	ROH	RVH	validate
pes	west2369	Straße::N	جاده	d͡ʒɒːdːe	d͡ʒ ɒ ɒ d d e	jode	COTE	KVTV	validate
pes	west2369	Tag::N	روز	ɾuz	ɾ u z	ruz	RYS	RVS	validate
pes	west2369	Nacht::N	شب	ʃæb	ʃ æ b	SEb	SEP	SVP	validate
pes	west2369	Jahr::N	سال	sɒːl	s ɒ ɒ l	sol	SOL	SVR	validate
pes	west2369	groß::A	بزرگ	bozoɾɡ	b o z o ɾ ɡ	bozorg	PUSURK	PVSVRK	validate
pes	west2369	klein::A	کوچک	kut͡ʃæk	k u t͡ʃ æ k	kuCEk	KYCEK	KVKVK	validate
pes	west2369	lang::A	بلند	bolænd	b o l æ n d	bolEnd	PULENT	PVRVNT	validate
